id,en,es,ja,zh,hi,fr,ar
settings.controls.action.dialogue_skip,Skip Dialogue,Saltar diálogo,ダイアログをスキップ,跳过对话,संवाद छोड़ें,Passer le dialogue,تخطي الحوار
settings.controls.action.pause_game,Pause Game,Pausar el juego,ゲームを一時停止,暂停游戏,गेम रोकें,Mettre le jeu en pause,إيقاف اللعبة مؤقتًا
input_mode.menu,Menu,Menú,メニュー,菜单,मेनू,Menu,قائمة طعام
input_mode.map_free_cam,Free Camera,Cámara gratuita,無料カメラ,免费相机,मुफ़्त कैमरा,Caméra gratuite,كاميرا مجانية
input_mode.unit_action,Unit Action,Acción de la unidad,ユニットアクション,单位行动,इकाई कार्रवाई,Action unitaire,وحدة العمل
input_mode.dialogue,Dialogue,Diálogo,対話,对话,वार्ता,Dialogue,حوار
input_mode.inventory,Inventory,Inventario,在庫,存货,भंडार,Inventaire,جرد
menu.settings.tab_switch_hint,(LB/RB to Switch Tabs),(LB/RB para cambiar de pestaña),（LB/RBでタブを切り替えます）,（LB/RB切换标签页）,(टैब बदलने के लिए LB/RB दबाएँ),(LB/RB pour changer d'onglet),(LB/RB لتبديل علامات التبويب)
settings.audio.master.tooltip,Adjust global volume level.,Ajustar el nivel de volumen global.,全体の音量レベルを調整します。,调整全局音量级别。,वैश्विक वॉल्यूम स्तर समायोजित करें।,Ajuster le niveau de volume global.,اضبط مستوى الصوت العام.
settings.audio.music.tooltip,Adjust music volume level.,Ajusta el nivel de volumen de la música.,音楽の音量レベルを調整してください。,调节音乐音量。,संगीत की आवाज़ का स्तर समायोजित करें।,Réglez le volume de la musique.,اضبط مستوى صوت الموسيقى.
settings.audio.sfx.tooltip,Adjust sound effects volume level.,Ajusta el nivel de volumen de los efectos de sonido.,効果音の音量レベルを調整してください。,调整音效音量。,ध्वनि प्रभावों की तीव्रता को समायोजित करें।,Régler le niveau sonore des effets sonores.,اضبط مستوى صوت المؤثرات الصوتية.
settings.audio.mute.tooltip,Silence all audio.,Silenciar todo el audio.,すべての音声を消音します。,关闭所有音频。,सभी ऑडियो बंद करें।,Couper tout le son.,قم بكتم جميع الأصوات.
settings.display.orientation.tooltip,Switch between Landscape and Portrait modes.,Cambia entre el modo horizontal y el modo vertical.,横向きモードと縦向きモードを切り替えます。,切换横屏和竖屏模式。,लैंडस्केप और पोर्ट्रेट मोड के बीच स्विच करें।,Basculez entre les modes paysage et portrait.,قم بالتبديل بين الوضعين الأفقي والرأسي.
settings.display.resolution.tooltip,Change the game's window/screen resolution.,Cambia la resolución de la ventana/pantalla del juego.,ゲームのウィンドウ/画面解像度を変更します。,更改游戏窗口/屏幕分辨率。,गेम की विंडो/स्क्रीन का रिज़ॉल्यूशन बदलें।,Modifier la résolution de la fenêtre/de l'écran du jeu.,قم بتغيير دقة عرض نافذة/شاشة اللعبة.
settings.gameplay.animation_speed.tooltip,Control how fast units and effects animate.,Controla la velocidad de animación de las unidades y los efectos.,ユニットやエフェクトのアニメーション速度を制御します。,控制单位和特效的动画速度。,यूनिट्स और इफेक्ट्स के एनिमेशन की गति को नियंत्रित करें।,Contrôlez la vitesse d'animation des unités et des effets.,تحكم في سرعة تحريك الوحدات والمؤثرات.
settings.gameplay.batch_animations.tooltip,Move units simultaneously for faster battle flow.,Mueve las unidades simultáneamente para agilizar el ritmo de la batalla.,戦闘の流れを速めるために、ユニットを同時に移動させる。,同时移动单位，加快战斗节奏。,युद्ध की गति बढ़ाने के लिए इकाइयों को एक साथ आगे बढ़ाएं।,Déplacez les unités simultanément pour un déroulement des combats plus rapide.,قم بتحريك الوحدات في وقت واحد لتسريع سير المعركة.
settings.gameplay.difficulty.tooltip,Set the overall difficulty of the game missions.,Establece la dificultad general de las misiones del juego.,ゲームミッションの全体的な難易度を設定します。,设置游戏任务的整体难度。,गेम मिशन की समग्र कठिनाई का स्तर निर्धारित करें।,Définissez la difficulté globale des missions du jeu.,حدد مستوى الصعوبة الإجمالي لمهام اللعبة.
settings.dialogue.auto_advance.tooltip,Automatically proceed to the next dialogue line.,Pasar automáticamente a la siguiente línea de diálogo.,次のセリフに自動的に進みます。,自动跳转到下一句对话。,अगले संवाद पर स्वतः आगे बढ़ें।,Passer automatiquement à la ligne de dialogue suivante.,الانتقال تلقائيًا إلى سطر الحوار التالي.
settings.dialogue.auto_advance_speed.tooltip,How long to wait before auto-advancing.,¿Cuánto tiempo hay que esperar antes de que avance automáticamente?,自動進行するまでの待ち時間。,自动前进前需要等待多长时间？,ऑटो-अगला होने से पहले कितना इंतजार करना होगा?,Combien de temps faut-il attendre avant le passage automatique ?,كم من الوقت يجب الانتظار قبل التقدم التلقائي؟
settings.dialogue.text_speed.tooltip,Speed at which text is typed out.,Velocidad a la que se escribe el texto.,テキストを入力する速度。,文本输入速度。,जिस गति से टेक्स्ट टाइप किया जाता है।,Vitesse de frappe du texte.,سرعة كتابة النص.
menu.controls.reset.tooltip,Revert all control mappings to their original defaults.,Restablezca todas las asignaciones de controles a sus valores predeterminados originales.,すべてのコントロールマッピングを元のデフォルト設定に戻します。,将所有控件映射恢复为原始默认值。,सभी कंट्रोल मैपिंग को उनके मूल डिफ़ॉल्ट मानों पर वापस लाएँ।,Rétablir les paramètres par défaut de toutes les commandes.,أعد جميع إعدادات التحكم إلى قيمها الافتراضية الأصلية.
menu.back.tooltip,Return to the previous screen.,Regresar a la pantalla anterior.,前の画面に戻る。,返回上一屏幕。,पिछली स्क्रीन पर वापस जाएं।,Retour à l'écran précédent.,العودة إلى الشاشة السابقة.
hud.task_preview_efficiency,Efficiency: {progress},Eficiencia: {progreso},効率性：{進捗状況},效率：{进展},दक्षता: {प्रगति},Efficacité : {progrès},الكفاءة: {التقدم}
hud.task_preview_opposition,Opposition: {opp},Oposición: {opp},反対: {opp},反对派：{opp},विपक्ष: {opp},Opposition : {opp},المعارضة: {opp}
hud.task_preview_safe,Status: Safe,Estado: Seguro,状態：安全,状态：安全,स्थिति: सुरक्षित,Statut : En sécurité,الحالة: آمن
settings.tab.accessibility,Accessibility,Accesibilidad,アクセシビリティ,无障碍,सरल उपयोग,Accessibilité,إمكانية الوصول
settings.accessibility.high_contrast,High Contrast,Alto contraste,高コントラスト,高对比度,हाई कॉन्ट्रास्ट,Contraste élevé,تباين عالٍ
settings.accessibility.reduced_motion,Reduced Motion,Movimiento reducido,動作の減少,减少运动,कम गति,Mouvement réduit,حركة محدودة
settings.accessibility.ui_scale,UI Scale,Escala de la interfaz de usuario,UIスケール,UI缩放,यूआई स्केल,Échelle de l'interface utilisateur,مقياس واجهة المستخدم
settings.accessibility.high_contrast.tooltip,Make UI elements easier to distinguish with bolder colors.,Facilita la distinción de los elementos de la interfaz de usuario con colores más llamativos.,UI要素をより見やすくするために、より鮮やかな色を使用しましょう。,使用更醒目的颜色使用户界面元素更容易区分。,यूआई तत्वों को अधिक स्पष्ट रूप से पहचानने के लिए उन्हें गहरे रंगों से सजाएं।,Rendez les éléments d'interface utilisateur plus faciles à distinguer grâce à des couleurs plus vives.,اجعل عناصر واجهة المستخدم أسهل في التمييز باستخدام ألوان أكثر وضوحًا.
settings.accessibility.reduced_motion.tooltip,Minimize heavy animations and camera shakes.,Minimizar las animaciones pesadas y los movimientos bruscos de la cámara.,重いアニメーションやカメラの揺れを最小限に抑えてください。,尽量减少剧烈的动画和镜头抖动。,भारी एनिमेशन और कैमरा शेक को कम से कम करें।,Réduisez au minimum les animations lourdes et les tremblements de caméra.,قلل من الرسوم المتحركة الثقيلة واهتزازات الكاميرا.
settings.accessibility.ui_scale.tooltip,Adjust the size of HUD and menu elements.,Ajusta el tamaño de la interfaz de usuario y de los elementos del menú.,HUDとメニュー要素のサイズを調整します。,调整HUD和菜单元素的大小。,HUD और मेनू तत्वों का आकार समायोजित करें।,Ajustez la taille des éléments de l'interface et du menu.,اضبط حجم عناصر واجهة المستخدم وعناصر القائمة.
level.gym_level.location.signpost.name,Signpost,Señalizar,道標,路标,पताका का स्तंभ,Poteau indicateur,لافتة إرشادية
level.gym_level.location.stronghold.name,Stronghold,Fortaleza,要塞,据点,गढ़,Bastion,معقل
level.gym_level.location.puddle.name,Puddle,Charco,水たまり,水坑,पोखर,Flaque,عجن
level.gym_level.location.ancient_ruin.name,Ancient Ruin,Ruina antigua,古代遺跡,古代遗迹,प्राचीन खंडहर,Ruines antiques,أطلال قديمة
level.gym_level.location.dual_interest.name,Dual Interest,Interés dual,二重の利益,双重利益,दोहरा हित,Intérêt double,المصالح المزدوجة
level.gym_level.task.task_convince_neutral.title,Convince the Merchant,Convencer al comerciante,商人を説得する,说服商人,व्यापारी को मनाएं,Convaincre le marchand,أقنع التاجر
level.gym_level.task.task_fight_neutral.title,Spar with Veteran,Entrena con un veterano,ベテランとスパーリング,与老兵切磋,किसी अनुभवी व्यक्ति से मुकाबला करें,Combattez avec un vétéran,تدرب مع أحد المحاربين القدامى
level.gym_level.task.task_loot_safe.title,Open Supply Crate,Caja de suministro abierta,開封済みの補給箱,开放式供应箱,खुला आपूर्ति क्रेट,Caisse de ravitaillement ouverte,صندوق إمداد مفتوح
level.gym_level.task.task_loot_trap.title,Disarm Trapped Box,Desactivar la caja trampa,トラップボックスを解除する,解除陷阱箱,ट्रैप्ड बॉक्स को निष्क्रिय करें,Désamorcer la boîte piégée,تعطيل الصندوق المحاصر
level.gym_level.task.task_visit_dual.title,Visit Dual Point,Visita Dual Point,デュアルポイントを訪れてください,访问双点,ड्यूल पॉइंट की यात्रा करें,Visitez Dual Point,قم بزيارة نقطة مزدوجة
level.gym_level.task.task_explore_dual.title,Explore Dual Point,Explorar Dual Point,デュアルポイントを探索する,探索双点,ड्यूल पॉइंट का अन्वेषण करें,Explorez Dual Point,استكشف نظام النقاط المزدوجة
level.gym_level.name,Testing Gym,Gimnasio de pruebas,テストジム,测试健身房,परीक्षण जिम,Salle de test,صالة اختبار
L03808512,{{initiator_name}}: [Title: The Gatekeeper],{{initiator_name}}: [Título: El guardián],{{initiator_name}}: [タイトル: 門番],{{initiator_name}}: [标题：守门人],{{initiator_name}}: [शीर्षक: द्वारपाल],{{initiator_name}}: [Titre : Le Gardien],{{initiator_name}}: [العنوان: حارس البوابة]
L6ee695e3,"{{initiator_name}}: [Narrative Goal: Sacred ground offers solace, but the gatekeeper is firm. I spoke my way through the first blockade.]","{{initiator_name}}: [Objetivo narrativo: La tierra sagrada ofrece consuelo, pero el guardián es firme. Logré atravesar el primer bloqueo con mis palabras.]",{{initiator_name}}: [物語の目標：聖地は安らぎを与えてくれるが、門番は頑固だ。私は言葉巧みに最初の障壁を突破した。],{{initiator_name}}: [叙事目标：圣地带来慰藉，但守门人固若金汤。我凭借言语突破了第一道防线。],"{{initiator_name}}: [कथा का लक्ष्य: पवित्र भूमि शांति प्रदान करती है, लेकिन द्वारपाल दृढ़ है। मैंने अपनी वाणी से पहली बाधा को पार कर लिया।]","{{initiator_name}}: [Objectif narratif : La terre sacrée offre du réconfort, mais le gardien est inflexible. J’ai réussi à franchir le premier barrage grâce à mes paroles.]",{{initiator_name}}: [الهدف السردي: الأرض المقدسة توفر العزاء، لكن حارس البوابة صارم. لقد شققت طريقي بالكلام عبر الحاجز الأول.]
Led8b34f0,{{initiator_name}}: This is a placeholder for lore_tutorial_01.,{{initiator_name}}: Este es un marcador de posición para lore_tutorial_01.,{{initiator_name}}: これはlore_tutorial_01のプレースホルダーです。,{{initiator_name}}: 这是 lore_tutorial_01 的占位符。,{{initiator_name}}: यह lore_tutorial_01 के लिए एक प्लेसहोल्डर है।,{{initiator_name}}: Ceci est un espace réservé pour lore_tutorial_01.,{{initiator_name}}: هذا عنصر نائب لـ lore_tutorial_01.
L2d70285d,{{partner_name}}: Indeed it is.,"{{partner_name}}: En efecto, lo es.",{{partner_name}}: まさにその通りです。,{{partner_name}}：确实如此。,{{partner_name}}: बिल्कुल सही।,{{partner_name}}: En effet.,{{partner_name}}: نعم، هذا صحيح.
level.tutorial_01.task.task_tutorial_01.title,Convince Gate Guard,Convencer al guardia de la puerta,門番を説得する,说服门卫,गेट गार्ड को मना लें,Convaincre le gardien de la porte,إقناع حارس البوابة
level.tutorial_01.name,The Gatekeeper,El guardián,門番,守门人,गेटकीपर,Le gardien,حارس البوابة
L4365cf4c,{{initiator_name}}: [Title: The Briar Path],{{initiator_name}}: [Título: El sendero de las zarzas],{{initiator_name}}: [タイトル: 茨の道],{{initiator_name}}: [标题：荆棘之路],{{initiator_name}}: [शीर्षक: काँटे का रास्ता],{{initiator_name}}: [Titre : Le Chemin des Épines],{{initiator_name}}: [العنوان: درب الأشواك]
L24cfba1b,"{{initiator_name}}: [Narrative Goal: These woods are thick, but I am swifter than the briars. Speed was my only hope.]","{{initiator_name}}: [Objetivo narrativo: Este bosque es denso, pero soy más rápido que las zarzas. La velocidad era mi única esperanza.]",{{initiator_name}}: [物語の目標：この森は鬱蒼としているが、私は茨よりも速い。スピードこそが私の唯一の希望だった。],{{initiator_name}}: [叙事目标：这片树林很茂密，但我比荆棘更快。速度是我唯一的希望。],"{{initiator_name}}: [कथा का लक्ष्य: ये जंगल घने हैं, लेकिन मैं कंटीली झाड़ियों से भी तेज़ हूँ। गति ही मेरी एकमात्र आशा थी।]","{{initiator_name}}: [Objectif narratif : Ces bois sont épais, mais je suis plus rapide que les ronces. La vitesse était mon seul espoir.]",{{initiator_name}}: [الهدف السردي: هذه الغابة كثيفة، لكنني أسرع من الأشواك. السرعة كانت أملي الوحيد.]
L3f434119,{{initiator_name}}: This is a placeholder for lore_tutorial_02.,{{initiator_name}}: Este es un marcador de posición para lore_tutorial_02.,{{initiator_name}}: これはlore_tutorial_02のプレースホルダーです。,{{initiator_name}}: 这是 lore_tutorial_02 的占位符。,{{initiator_name}}: यह lore_tutorial_02 के लिए एक प्लेसहोल्डर है।,{{initiator_name}}: Ceci est un espace réservé pour lore_tutorial_02.,{{initiator_name}}: هذا عنصر نائب لـ lore_tutorial_02.
L71018e0d,{{partner_name}}: Indeed it is.,"{{partner_name}}: En efecto, lo es.",{{partner_name}}: まさにその通りです。,{{partner_name}}：确实如此。,{{partner_name}}: बिल्कुल सही।,{{partner_name}}: En effet.,{{partner_name}}: نعم، هذا صحيح.
level.tutorial_02.location.ancient_well.name,Ancient Well,Pozo antiguo,古代の井戸,古井,प्राचीन कुआँ,Puits ancien,بئر قديمة
level.tutorial_02.task.task_tutorial_02.title,Visit Ancient Well,Visita el pozo antiguo,古代の井戸を訪れる,参观古井,प्राचीन कुएं का भ्रमण करें,Visitez le puits ancien,قم بزيارة البئر القديمة
level.tutorial_02.name,The Briar Path,El sendero de zarzas,ブライア・パス,荆棘小径,ब्रायर पथ,Le Chemin des Épines,درب الأشواك
Lfba7f7a2,{{initiator_name}}: [Title: The Sinking Cache],{{initiator_name}}: [Título: El hundimiento de la caché],{{initiator_name}}: [タイトル: 沈みゆく隠し場所],{{initiator_name}}: [标题：沉没的缓存],{{initiator_name}}: [शीर्षक: डूबता हुआ कैश],{{initiator_name}}: [Titre : Le cache qui coule],{{initiator_name}}: [العنوان: المخبأ الغارق]
Lf91bb30b,"{{initiator_name}}: [Narrative Goal: The swamp clings to the weak, but my resolve is iron. I find strength in the struggle.]","{{initiator_name}}: [Objetivo narrativo: El pantano se aferra a los débiles, pero mi determinación es de hierro. Encuentro fuerza en la lucha.]",{{initiator_name}}: [物語の目標：沼は弱者を捕らえるが、私の決意は鉄のように固い。私は苦闘の中に強さを見出す。],{{initiator_name}}: [叙事目标：沼泽会吞噬弱者，但我意志坚定如铁。我在斗争中汲取力量。],"{{initiator_name}}: [कथा का लक्ष्य: दलदल कमजोरों को जकड़ लेता है, लेकिन मेरा संकल्प लोहे जैसा है। मुझे संघर्ष में ही शक्ति मिलती है।]","{{initiator_name}}: [Objectif narratif : Le marais retient les faibles, mais ma détermination est de fer. Je puise ma force dans la lutte.]",{{initiator_name}}: [الهدف السردي: المستنقع يتشبث بالضعفاء، لكن عزيمتي حديدية. أجد القوة في الكفاح.]
L2e55aeef,{{initiator_name}}: This is a placeholder for lore_tutorial_03.,{{initiator_name}}: Este es un marcador de posición para lore_tutorial_03.,{{initiator_name}}: これはlore_tutorial_03のプレースホルダーです。,{{initiator_name}}: 这是 lore_tutorial_03 的占位符。,{{initiator_name}}: यह lore_tutorial_03 के लिए एक प्लेसहोल्डर है।,{{initiator_name}}: Ceci est un espace réservé pour lore_tutorial_03.,{{initiator_name}}: هذا عنصر نائب لـ lore_tutorial_03.
L44226592,{{partner_name}}: Indeed it is.,"{{partner_name}}: En efecto, lo es.",{{partner_name}}: まさにその通りです。,{{partner_name}}：确实如此。,{{partner_name}}: बिल्कुल सही।,{{partner_name}}: En effet.,{{partner_name}}: نعم، هذا صحيح.
level.tutorial_03.task.task_tutorial_03.title,Gather Hidden Cache,Reúne el tesoro escondido,隠されたキャッシュを集める,收集隐藏缓存,छिपे हुए खजाने को इकट्ठा करें,Récupérez le cache caché,اجمع الكنز المخفي
level.tutorial_03.name,The Sinking Cache,El escondite que se hunde,沈みゆく隠し場所,沉没的缓存,डूबता हुआ कैश,Le cache qui coule,مخبأ الغرق
L9e9e699c,{{initiator_name}}: [Title: The Shadowed Ruins],{{initiator_name}}: [Título: Las ruinas sombrías],{{initiator_name}}: [タイトル: 影に覆われた遺跡],{{initiator_name}}: [标题：阴影废墟],{{initiator_name}}: [शीर्षक: छायादार खंडहर],{{initiator_name}}: [Titre : Les ruines ombragées],{{initiator_name}}: [العنوان: الأطلال المظللة]
Ld9229b90,"{{initiator_name}}: [Narrative Goal: A shadow in the ruins is never truly alone. Old spirits guarded the stone, but I moved unseen.]","{{initiator_name}}: [Objetivo narrativo: Una sombra en las ruinas nunca está realmente sola. Viejos espíritus custodiaban la piedra, pero yo me movía sin ser visto.]",{{initiator_name}}: [物語の目標：廃墟に潜む影は決して真に孤独ではない。古の精霊たちが石を守っていたが、私は人知れず移動した。],{{initiator_name}}: [叙事目标：废墟中的影子永远不会真正孤独。古老的灵魂守护着石头，但我悄无声息地移动了。],"{{initiator_name}}: [कथा का लक्ष्य: खंडहरों में एक परछाई कभी भी सचमुच अकेली नहीं होती। पुरानी आत्माओं ने पत्थर की रक्षा की, लेकिन मैं अदृश्य रूप से आगे बढ़ा।]","{{initiator_name}}: [Objectif narratif : Une ombre dans les ruines n’est jamais vraiment seule. De vieux esprits gardaient la pierre, mais je me déplaçais sans être vu.]",{{initiator_name}}: [الهدف السردي: الظل في الأنقاض ليس وحيدًا أبدًا. الأرواح القديمة كانت تحرس الحجر، لكنني كنت أتحرك دون أن يراني أحد.]
L65710016,{{initiator_name}}: This is a placeholder for lore_tutorial_04.,{{initiator_name}}: Este es un marcador de posición para lore_tutorial_04.,{{initiator_name}}: これはlore_tutorial_04のプレースホルダーです。,{{initiator_name}}: 这是 lore_tutorial_04 的占位符。,{{initiator_name}}: यह lore_tutorial_04 के लिए एक प्लेसहोल्डर है।,{{initiator_name}}: Ceci est un espace réservé pour lore_tutorial_04.,{{initiator_name}}: هذا عنصر نائب لـ lore_tutorial_04.
L00b1f6e5,{{partner_name}}: Indeed it is.,"{{partner_name}}: En efecto, lo es.",{{partner_name}}: まさにその通りです。,{{partner_name}}：确实如此。,{{partner_name}}: बिल्कुल सही।,{{partner_name}}: En effet.,{{partner_name}}: نعم، هذا صحيح.
level.tutorial_04.location.haunted_pit.name,Haunted Pit,Pozo embrujado,幽霊の出る穴,闹鬼的坑,प्रेतवाधित गड्ढा,Fosse hantée,الحفرة المسكونة
level.tutorial_04.task.task_tutorial_04.title,Explore Haunted Pit,Explora el foso embrujado,幽霊の出る穴を探検しよう,探索闹鬼的坑,प्रेतवाधित गड्ढे का अन्वेषण करें,Explorez la fosse hantée,استكشف الحفرة المسكونة
level.tutorial_04.name,The Shadowed Ruins,Las ruinas sombrías,影に覆われた遺跡,阴影废墟,छायादार खंडहर,Les ruines obscures,الأطلال المظللة
Lb14941dc,{{initiator_name}}: [Title: The Outpost],{{initiator_name}}: [Título: El puesto avanzado],{{initiator_name}}: [タイトル: 前哨基地],{{initiator_name}}: [标题：前哨站],{{initiator_name}}: [शीर्षक: चौकी],{{initiator_name}}: [Titre : L'avant-poste],{{initiator_name}}: [العنوان: البؤرة الاستيطانية]
L224285da,{{initiator_name}}: [Narrative Goal: Stone walls will not stop my rage. Some messages are only delivered with steel.],{{initiator_name}}: [Objetivo narrativo: Los muros de piedra no detendrán mi furia. Algunos mensajes solo se entregan con acero.],{{initiator_name}}: [物語の目標：石の壁では私の怒りは止められない。伝えたいメッセージは鋼鉄でしか届かない。],{{initiator_name}}: [叙事目标：石墙阻挡不了我的愤怒。有些信息只能用钢铁传递。],{{initiator_name}}: [कथा का लक्ष्य: पत्थर की दीवारें मेरे क्रोध को नहीं रोक पाएंगी। कुछ संदेश केवल लोहे से ही पहुंचाए जा सकते हैं।],{{initiator_name}}: [Objectif narratif : Les murs de pierre n’arrêteront pas ma rage. Certains messages ne peuvent être transmis qu’avec de l’acier.],{{initiator_name}}: [الهدف السردي: الجدران الحجرية لن توقف غضبي. بعض الرسائل لا تُنقل إلا بالفولاذ.]
Led63d31a,{{initiator_name}}: This is a placeholder for lore_tutorial_05.,{{initiator_name}}: Este es un marcador de posición para lore_tutorial_05.,{{initiator_name}}: これはlore_tutorial_05のプレースホルダーです。,{{initiator_name}}: 这是 lore_tutorial_05 的占位符。,{{initiator_name}}: यह lore_tutorial_05 के लिए एक प्लेसहोल्डर है।,{{initiator_name}}: Ceci est un espace réservé pour lore_tutorial_05.,{{initiator_name}}: هذا عنصر نائب لـ lore_tutorial_05.
Lfe249b07,{{partner_name}}: Indeed it is.,"{{partner_name}}: En efecto, lo es.",{{partner_name}}: まさにその通りです。,{{partner_name}}：确实如此。,{{partner_name}}: बिल्कुल सही।,{{partner_name}}: En effet.,{{partner_name}}: نعم، هذا صحيح.
level.tutorial_05.task.task_tutorial_05.title,Eliminate Bandit Leader,Eliminar al líder bandido,山賊のリーダーを排除する,消灭匪首,डाकुओं के सरदार का सफाया करें,Éliminer le chef des bandits,القضاء على زعيم العصابة
level.tutorial_05.name,The Outpost,El puesto de avanzada,アウトポスト,前哨站,चौकी,L'avant-poste,البؤرة الاستيطانية
L9f24e56f,{{initiator_name}}: [Title: The Frozen Vault],{{initiator_name}}: [Título: La bóveda congelada],{{initiator_name}}: [タイトル: 凍てついた保管庫],{{initiator_name}}: [标题：冰封宝库],{{initiator_name}}: [शीर्षक: द फ्रोजन वॉल्ट],{{initiator_name}}: [Titre : Le coffre-fort gelé],{{initiator_name}}: [العنوان: القبو المتجمد]
La0e4de86,"{{initiator_name}}: [Narrative Goal: In the cold calculation of battle, I am the edge. The vault yielded its secrets to my focus.]","{{initiator_name}}: [Objetivo narrativo: En el frío cálculo de la batalla, soy la ventaja. La bóveda reveló sus secretos a mi concentración.]",{{initiator_name}}: [物語の目標：冷徹な戦いの計算において、私は最前線にいる。金庫は私の集中力によってその秘密を解き明かした。],{{initiator_name}}: [叙事目标：在冷酷的战斗算计中，我就是优势。宝库的秘密在我的专注下显露无遗。],"{{initiator_name}}: [कथात्मक लक्ष्य: युद्ध की ठंडी गणना में, मैं निर्णायक बिंदु हूँ। तिजोरी ने अपने रहस्य मेरे ध्यान के सामने प्रकट कर दिए।]","{{initiator_name}}: [Objectif narratif : Dans le calcul froid de la bataille, je suis le tranchant. Le coffre-fort a livré ses secrets à ma concentration.]",{{initiator_name}}: [الهدف السردي: في الحسابات الباردة للمعركة، أنا صاحب اليد العليا. لقد كشفت الخزنة أسرارها لتركيزي.]
L44cd9969,{{initiator_name}}: This is a placeholder for lore_tutorial_06.,{{initiator_name}}: Este es un marcador de posición para lore_tutorial_06.,{{initiator_name}}: これはlore_tutorial_06のプレースホルダーです。,{{initiator_name}}: 这是 lore_tutorial_06 的占位符。,{{initiator_name}}: यह lore_tutorial_06 के लिए एक प्लेसहोल्डर है।,{{initiator_name}}: Ceci est un espace réservé pour lore_tutorial_06.,{{initiator_name}}: هذا عنصر نائب لـ lore_tutorial_06.
L3e1bf74b,{{partner_name}}: Indeed it is.,"{{partner_name}}: En efecto, lo es.",{{partner_name}}: まさにその通りです。,{{partner_name}}：确实如此。,{{partner_name}}: बिल्कुल सही।,{{partner_name}}: En effet.,{{partner_name}}: نعم، هذا صحيح.
level.tutorial_06.location.iron_vault.name,Iron Vault,Bóveda de hierro,アイアン・ヴォールト,铁库,आयरन वॉल्ट,Coffre de fer,قبو حديدي
level.tutorial_06.task.task_tutorial_06.title,Eliminate Iron Vault,Eliminar la bóveda de hierro,アイアン・ヴォールトを排除する,取消铁库,आयरन वॉल्ट को हटाएँ,Éliminer la voûte de fer,القضاء على القبو الحديدي
level.tutorial_06.name,The Frozen Vault,La bóveda congelada,凍った金庫,冰封宝库,जमे हुए तिजोरी,La chambre forte gelée,القبو المتجمد
level.tutorial_01.task.task_tutorial_01.desc,The sacred monastery is blocked by a firm guard. Use your presence to convince them to let you pass.,El sagrado monasterio está bloqueado por una guardia implacable. Usa tu presencia para convencerlos de que te dejen pasar.,神聖な修道院は厳重な警備兵によって封鎖されている。あなたの存在感を武器に、彼らを説得して通してもらいなさい。,神圣的寺院被严密的守卫把守。利用你的存在感说服他们放你过去。,पवित्र मठ की सुरक्षा कड़ी कर दी गई है। अपनी उपस्थिति का उपयोग करके उन्हें आपको अंदर जाने देने के लिए मनाएं।,Le monastère sacré est gardé par un poste de garde strict. Votre présence les convaincra de vous laisser passer.,الدير المقدس مغلق بحراسة مشددة. استخدم وجودك لإقناعهم بالسماح لك بالمرور.
level.tutorial_02.task.task_tutorial_02.desc,The path is choked with thick vines. Reach the Ancient Well at the far end of the forest.,El sendero está cubierto de enredaderas espesas. Llega al Pozo Ancestral al final del bosque.,道は分厚いツタで覆われている。森の奥深くにある古代の井戸を目指しなさい。,小路被茂密的藤蔓堵塞。到达森林尽头的古井。,रास्ता घनी लताओं से भरा हुआ है। जंगल के आखिरी छोर पर स्थित प्राचीन कुएं तक पहुंचें।,Le sentier est envahi par d'épaisses lianes. Rejoignez le puits antique à l'extrémité de la forêt.,الطريق مليء بالكروم الكثيفة. يجب الوصول إلى البئر القديمة في أقصى طرف الغابة.
level.tutorial_03.task.task_tutorial_03.desc,The swamp is deep and clinging. Push through the mud to recover the hidden supplies.,El pantano es profundo y resbaladizo. Ábrete paso entre el lodo para recuperar los suministros ocultos.,沼は深く、泥にまみれている。泥をかき分けて、隠された物資を回収せよ。,沼泽深不见底，泥泞不堪。艰难地跋涉过淤泥，才能找到隐藏的补给品。,दलदल गहरा और चिपचिपा है। छिपे हुए सामान को निकालने के लिए कीचड़ में से होकर आगे बढ़ो।,Le marais est profond et la boue tenace. Frayez-vous un chemin à travers la vase pour récupérer les provisions cachées.,المستنقع عميق ومتماسك. شق طريقك عبر الوحل لاستعادة المؤن المخفية.
level.tutorial_04.task.task_tutorial_04.desc,Spirits haunt these cold ruins. Move through the shadows to investigate the haunted pit.,Los espíritus rondan estas frías ruinas. Avanza entre las sombras para investigar el pozo embrujado.,この冷たい廃墟には、亡霊が棲みついている。影の中を進み、呪われた穴を調査せよ。,幽灵出没于这些冰冷的废墟之中。穿过阴影，去探查那闹鬼的深坑。,इन बर्फीले खंडहरों में प्रेतवाधित आत्माएं भटकती हैं। प्रेतवाधित गड्ढे की जांच करने के लिए अंधेरे में आगे बढ़ें।,Des esprits hantent ces ruines glacées. Frayez-vous un chemin à travers l'ombre pour explorer la fosse hantée.,تسكن الأرواح هذه الأطلال الباردة. تحرك عبر الظلال لاستكشاف الحفرة المسكونة.
